PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
1,2025-10-23,13:02:01,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,NA,52.51534,3.691105,0.832596,1969.965631,126.951138,10:15:00,4.73239,-0.23385,20.0716,-50.17818,3.59949,-2.9289,3.06827,0.08912,49.10192,-8.84772,0.116487,0.527804,84.68886,7.842715,-13.640585,2540.165264,107.30941,6.41846,-24.18017,150.77356,147.85789,-12.452752,1.400708,3.01725,2.89264,0.38237,50,3.9046,-1.32255,-78.09367,8.61025,1.84376,10.79708,-30.40642,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,23dbf9a0-b04b-11f0-a40a-272f08c91135,71.41375,8.24135,NA,3.41342,NA,NA,NA,2.3819,3.22824,-0.09935,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:02:01,2025-10-23T20:02:01Z,2025-10-23T20:02:01Z,GroundBall,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,f4a99e3d-bce5-4078-bbf8-c8b6ce7695fc,40.43153,-76.75936,5.39854,4.73648,4.85258,-15.20321,0.233,-1.0947,0.92188,206.181998,2.3819,119.57763,-14.31302,2.52333,-0.49249,0.0924,-0.01719,0.00282,-2.6e-4,3.22824,16.94899,-14.81077,0.9308,-0.16392,0.03713,-0.00612,9.6e-4,-1e-4,-0.09935,-29.01855,5.09931,-0.81686,0.15314,-0.02716,0.00514,-8.5e-4,8e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,170.639953,9.327725,1943.917566,0.986777,11:45:00,-0.137249,0.170589,-0.975737,19.072525,20.823152,-85.189059,-0.435225,168.603833,-0.882571,-10.247238,0.882571,-0.177896,0.435225,26.249453,-25.799639,0.177896,-0.177896,-168.603833,25.799639,0.435225,10.247238,-26.249453,-0.435225,0.177896,0.882571,-0.882571
2,2025-10-23,13:02:15,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,NA,52.54215,3.38204,0.431584,2354.003831,139.384029,10:45:00,4.70629,-0.23603,20.02086,-47.80251,5.66363,-3.76272,3.03167,-0.25529,49.44235,-8.534725,-0.487351,0.526273,92.1114,0.422062,-22.228773,2195.110637,NA,NA,NA,54.7848,51.45649,-22.549436,0.414015,3.6704,4.97299,0.32028,50,3.94115,-0.83229,-78.05013,8.04058,2.26179,9.91734,-29.10954,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,2c03aec0-b04b-11f0-a40a-272f08c91135,71.62149,3.23794,NA,3.0998,NA,NA,NA,2.2076,3.22778,0.25769,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:02:15,2025-10-23T20:02:15Z,2025-10-23T20:02:15Z,GroundBall,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,51a935b0-05e2-4745-8369-ad3b9fd2027a,40.4823,-76.83126,4.95867,4.70951,4.46293,-14.55477,0.23507,-0.55431,1.1309,57.330769,2.21653,124.7645,-19.15285,NA,NA,NA,NA,NA,NA,3.2367,0.70679,-20.63982,NA,NA,NA,NA,NA,NA,0.26133,-51.22472,-0.38421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,154.027207,11.723316,2304.899801,0.97914,11:15:00,-0.170899,0.440049,-0.881561,35.392252,-1.418437,-38.9439,0.31266,153.003461,-0.846362,25.542383,0.846362,-0.431179,-0.31266,20.275045,18.219598,0.431179,0.431179,-153.003461,-18.219598,0.31266,-25.542383,-20.275045,-0.31266,-0.431179,0.846362,-0.846362
3,2025-10-23,13:02:25,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,NA,51.77969,3.755248,0.121561,1409.963593,209.127854,01:00:00,4.71372,-0.23893,20.0141,-52.95991,2.72827,0.67839,2.86517,-0.09949,48.31028,-9.459576,0.287235,0.537097,87.37665,4.999231,-37.815439,2940.521578,NA,NA,NA,81.59496,79.48039,-39.050687,0.678065,-0.59791,2.0152,0.25697,50,3.87324,-0.12137,-77.05291,8.71464,-0.35382,10.97918,-30.98156,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,328a5e10-b04b-11f0-a40a-272f08c91135,70.17806,4.35032,NA,3.46941,NA,NA,NA,2.78684,3.08164,0.11645,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:02:25,2025-10-23T20:02:25Z,2025-10-23T20:02:25Z,GroundBall,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,9fb1a358-cd71-4780-b09c-697c5c0399a4,40.48903,-75.68557,5.48959,4.71829,4.85622,-15.49078,0.23911,-0.16543,-0.17691,NA,2.81815,100.2296,-16.18985,NA,NA,NA,NA,NA,NA,3.12278,10.34648,-22.13407,NA,NA,NA,NA,NA,NA,0.12686,-78.48482,3.64555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,162.394414,1.00637,1409.746104,0.999846,11:30:00,0.004303,0.302917,-0.953007,-29.666011,-7.873686,-80.764802,-0.494237,150.540141,-0.756924,-25.311984,0.756924,-0.427547,0.494237,33.14274,-29.619462,0.427547,-0.427547,-150.540141,29.619462,0.494237,25.311984,-33.14274,-0.494237,0.427547,0.756924,-0.756924
4,2025-10-23,13:02:43,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,NA,51.37158,3.130466,1.118925,1819.145045,164.537847,11:30:00,4.709,-0.23334,20.0376,-51.13763,5.0928,-1.00469,2.58377,0.44569,48.18723,-9.622622,0.873438,0.539706,54.82582,57.718692,7.937814,NA,NA,NA,NA,137.15707,101.37146,18.426828,4.17411,1.29169,4.47154,0.4228,50,3.97289,-1.55572,-76.41608,7.73869,0.7561,10.30014,-29.5566,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,3d0fd950-b04b-11f0-a40a-272f08c91135,69.83884,68.48689,NA,3.18435,NA,NA,NA,2.82023,2.985,-0.43207,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:02:43,2025-10-23T20:02:43Z,2025-10-23T20:02:43Z,Popup,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,f784de2d-a9d9-4909-a0ca-6bd6eaf8e2af,40.4654,-75.11991,5.15007,4.7127,4.0193,-14.7783,0.23302,-1.46057,0.37805,200.620456,2.82096,42.50597,-7.3731,1.64483,0.19171,-0.29986,0.10328,-0.01599,9.4e-4,2.9839,68.01024,-19.75755,1.64187,-0.42519,0.06723,0.00794,-0.00458,4.5e-4,-0.43217,5.93388,2.1401,-0.39138,0.02356,0.00838,-8.6e-4,-3.7e-4,6e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,141.372939,10.11895,1790.848472,0.984445,10:45:00,-0.126825,0.623216,-0.771698,20.29953,7.252018,-76.285739,0.269283,146.374823,-0.80192,32.228848,0.80192,-0.533302,-0.269283,18.561966,15.621624,0.533302,0.533302,-146.374823,-15.621624,0.269283,-32.228848,-18.561966,-0.269283,-0.533302,0.80192,-0.80192
5,2025-10-23,13:02:55,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,NA,51.91802,2.955367,0.681154,1490.481506,202.148523,12:45:00,4.72084,-0.22801,20.02688,-48.12022,7.38662,2.36252,2.72767,0.43329,48.26653,-9.099693,1.258282,0.536222,92.35882,33.118304,-18.187206,2771.102554,105.48303,68.87124,-31.19727,342.08506,286.37847,-11.104749,5.36175,-1.98658,6.64937,0.3339,50,4.02957,-0.77362,-77.33803,7.34418,-1.17839,11.49776,-28.22977,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,44400f10-b04b-11f0-a40a-272f08c91135,70.29259,94.13874,NA,3.6515,NA,NA,NA,2.39492,2.96688,-0.42391,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:02:55,2025-10-23T20:02:55Z,2025-10-23T20:02:55Z,FlyBall,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,01843a6c-cd13-4d0e-b15c-2e3c6f06326e,40.47482,-75.90872,5.74888,4.72441,3.83489,-14.11488,0.22863,-0.92011,-0.5892,187.972037,2.39933,107.69575,-22.99537,5.85391,-1.00212,0.07958,0.00548,-0.00155,8e-5,2.96277,74.08423,-15.70066,-0.00413,0.20846,-0.07437,0.01927,-0.00276,1.5e-4,-0.42608,-35.36968,9.85339,-1.8778,0.17329,0.026,-0.01065,0.00126,-5e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,169.43095,9.451047,1470.250093,0.986426,11:45:00,-0.143119,0.189156,-0.971461,11.315467,8.564322,-69.63382,0.262459,175.253456,-0.961634,4.579783,0.961634,-0.079847,-0.262459,15.265954,15.21603,0.079847,0.079847,-175.253456,-15.21603,0.262459,-4.579783,-15.265954,-0.262459,-0.079847,0.961634,-0.961634
6,2025-10-23,13:03:20,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,NA,53.72645,3.291248,0.899888,1185.541122,184.453258,12:15:00,4.71918,-0.22775,20.0754,-43.45546,8.07414,0.51984,3.34177,0.42839,49.94538,-7.625819,1.026937,0.516654,73.4902,38.874061,12.942388,3658.843826,104.43623,67.40117,34.54049,256.39479,246.41934,25.354324,4.404105,-0.19961,7.19331,0.3764,50,3.98335,-1.22204,-79.94512,7.78092,-0.12724,11.7443,-27.58832,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,53038220-b04b-11f0-a40a-272f08c91135,72.95491,71.33912,NA,3.78107,NA,NA,NA,1.88577,3.50432,-0.43016,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:03:20,2025-10-23T20:03:20Z,2025-10-23T20:03:20Z,FlyBall,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,2e1619d8-ad3f-4d8f-a9fc-b0b429cd5049,40.42635,-78.52612,5.87215,4.7221,4.44756,-13.79416,0.22781,-1.23741,-0.06362,212.862625,1.88623,81.7736,-15.06497,3.70977,-0.78975,0.17304,-0.03688,0.00534,-3.3e-4,3.50516,67.62358,-18.67547,0.95951,0.12658,-0.15422,0.05075,-0.00765,4.4e-4,-0.4302,18.79431,2.84723,-0.60827,0.13056,-0.0375,0.01036,-0.00166,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,163.603424,11.449139,1161.950388,0.980101,11:30:00,-0.167497,0.287607,-0.942988,36.376423,-1.901945,53.77221,-0.31733,173.907683,-0.942959,-5.776336,0.942959,-0.100645,0.31733,18.599386,-18.50151,0.100645,-0.100645,-173.907683,18.50151,0.31733,5.776336,-18.599386,-0.31733,0.100645,0.942959,-0.942959
7,2025-10-23,13:03:28,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,NA,51.94415,3.896726,0.741017,2519.563919,30.707428,07:00:00,4.69706,-0.23824,20.09402,-57.8772,-2.31323,-2.34839,2.53043,0.07043,48.20031,-10.560979,0.165961,0.536498,71.54411,1.231012,-36.263996,3452.424507,NA,NA,NA,45.62802,44.95535,-35.859281,0.43363,2.47311,-2.84634,0.36945,50,3.81193,-1.14642,-77.44582,9.24567,1.46098,12.13489,-33.85551,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,57b152c0-b04b-11f0-a40a-272f08c91135,70.25644,2.87298,NA,3.74383,NA,NA,NA,2.68824,2.81293,-0.0039,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:03:28,2025-10-23T20:03:28Z,2025-10-23T20:03:28Z,GroundBall,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,2f60d971-0ce3-40d7-adab-e40a58145815,40.40994,-75.9283,6.06744,4.70342,5.01188,-16.92775,0.23751,-0.96372,0.73049,63.23138,2.69278,84.44661,-12.42376,NA,NA,NA,NA,NA,NA,2.8199,2.03993,-19.7367,NA,NA,NA,NA,NA,NA,-0.00106,-62.14097,1.1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,123.065611,9.080011,2487.991068,0.987469,10:00:00,-0.094234,0.836356,-0.540026,12.46123,-38.412561,-24.102832,-0.673776,114.865325,-0.310713,-42.100668,0.310713,-0.670435,0.673776,65.243153,-42.359177,0.670435,-0.670435,-114.865325,42.359177,0.673776,42.100668,-65.243153,-0.673776,0.670435,0.310713,-0.310713
8,2025-10-23,13:06:25,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,NA,63.38008,4.132267,0.394899,2970.224138,154.806405,11:15:00,4.70393,-0.19941,24.67938,-22.33922,5.94166,-2.52323,5.32846,-0.17251,59.53195,-2.21915,-0.304097,0.382752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07894,6.53402,0.32204,50,3.39856,-1.03023,-94.68195,10.61796,2.80518,13.96108,-26.22099,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,c13cabe0-b04b-11f0-a40a-272f08c91135,98.47739,NA,NA,3.84813,NA,NA,NA,NA,NA,NA,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:06:25,2025-10-23T20:06:25Z,2025-10-23T20:06:25Z,NA,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,ae59d24d-f510-4b55-be4b-1cef45eabce9,35.82208,-92.56778,6.98054,4.70582,6.64723,-13.11049,0.1982,-0.60544,1.40259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,226.427067,-21.249154,2768.288168,0.932013,01:30:00,0.317245,-0.699602,-0.640244,4.423308,-68.439219,44.950088,0.674589,94.837372,-0.06225,47.354923,0.06225,-0.735564,-0.674589,84.727744,42.422225,0.735564,0.735564,-94.837372,-42.422225,0.674589,-47.354923,-84.727744,-0.674589,-0.735564,0.06225,-0.06225
9,2025-10-23,13:06:30,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,NA,62.81079,1.305089,0.919482,3160.228973,143.470415,10:45:00,4.67636,-0.19968,24.64145,-24.41486,4.53142,-2.85701,3.4267,0.11511,58.92193,-5.624656,0.127598,0.387229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61792,5.66335,0.45356,50,4.05974,-1.92683,-94.26217,6.1384,3.22999,15.36341,-27.11797,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,c43b9400-b04b-11f0-a40a-272f08c91135,97.33894,NA,NA,3.88887,NA,NA,NA,NA,NA,NA,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:06:30,2025-10-23T20:06:30Z,2025-10-23T20:06:30Z,NA,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,46e47710-48b9-4a5d-9f6e-b3ab4ba5656b,35.85949,-91.92858,7.6817,4.67929,2.01937,-13.55898,0.19815,-1.43622,1.61499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-10-23,13:06:39,NA,NA,NA,NA,Undefined,GRA_CAN,"Toney, Brock",807930,Right,GRA_CAN,Undefined,1,Bottom,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,0,0,NA,64.08246,0.954972,0.681225,913.573504,158.844355,11:15:00,4.69086,-0.19995,24.7047,-19.69434,7.97441,-2.83965,3.62287,-0.02774,60.10916,-4.672691,-0.107203,0.378588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53831,9.80414,0.39625,50,4.20345,-1.56853,-96.14342,4.98895,3.29253,15.71959,-23.05094,GRA_CAN,NA,BrazellField,NA,NA,20251023-BrazellField-BP-1,c9a98050-b04b-11f0-a40a-272f08c91135,99.5607,NA,NA,3.9733,NA,NA,NA,NA,NA,NA,ce67d27b-e4c1-4de5-a6ca-e5ab61fb8310,2025-10-23,20:06:39,2025-10-23T20:06:39Z,2025-10-23T20:06:39Z,NA,v3,5310,NA,NA,NA,NA,Undefined,GRA_CAN,223addfb-b657-468e-9e06-8aa1f81adc25,35.79572,-93.79225,7.85979,4.6918,1.54124,-11.52547,0.19847,-1.07606,1.64627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
