PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
1,2025-11-07,15:52:59,1,1,"Lewis, JT",1000472213,Left,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,0,0,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,85.57972,-1.56102,1.951372,2094.798214,121.158686,10:00:00,5.63845,-1.04196,6.7237,-27.95612,9.02485,-12.98481,1.88087,-0.33985,78.44926,-6.832883,-0.4176,0.437684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39296,5.58083,0.91738,50,5.52446,-3.76747,-124.39905,-4.16863,11.56509,25.35347,-23.44377,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,8383c800-bc2c-11f0-8de8-29cfd2f59341,86.11792,NA,NA,7.13046,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:52:59,2025-11-07T22:52:59Z,2025-11-07T22:52:59Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,213abc5c-8717-42cd-9ae1-32e78ea92851,53.7751,-125.16608,12.67674,5.63985,-3.45938,-11.72189,1.03665,-4.11736,5.78254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,144.933099,-25.521673,1890.392779,0.902422,10:45:00,0.441478,0.530016,-0.724003,84.32125,-7.789853,65.998571,-0.559416,97.401905,-0.106784,-55.28345,0.106784,-0.82198,0.559416,79.19309,-34.015447,0.82198,-0.82198,-97.401905,34.015447,0.559416,55.28345,-79.19309,-0.559416,0.82198,0.106784,-0.106784
2,2025-11-07,15:53:15,1,2,"Lewis, JT",1000472213,Left,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,79.63165,1.37884,1.494691,1801.585555,93.075154,09:00:00,5.48275,-0.98474,6.50481,-41.29538,2.50854,-16.82355,3.30762,-1.01459,71.69437,-6.386176,-1.560877,0.476352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21835,1.37847,0.88652,50,5.56203,-2.40289,-115.56991,1.5992,12.21809,25.55726,-30.347,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,8cea17a0-bc2c-11f0-8de8-29cfd2f59341,79.1273,NA,NA,7.93728,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:53:15,2025-11-07T22:53:15Z,2025-11-07T22:53:15Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,d0ddbd6f-ac09-4df7-9fed-77fab1d8d711,53.99179,-116.44931,12.77863,5.48904,2.64341,-15.1735,0.97643,-2.8233,6.10905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,126.742346,-31.811701,1530.960482,0.849785,10:15:00,0.556438,0.66808,-0.49401,-69.952771,30.935915,81.405532,-0.115314,116.099725,-0.437,-63.130594,0.437,-0.892039,0.115314,14.782091,-6.621753,0.892039,-0.892039,-116.099725,6.621753,0.115314,63.130594,-14.782091,-0.115314,0.892039,0.437,-0.437
3,2025-11-07,15:53:30,1,3,"Lewis, JT",1000472213,Left,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,79.3819,0.420726,1.434325,1803.000413,97.815688,09:15:00,5.51273,-1.01956,6.72793,-39.90774,3.5124,-14.56666,2.57171,-0.92236,72.01969,-7.095735,-1.224291,0.474261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.10863,2.20382,0.92963,50,5.52567,-2.38732,-115.35231,-0.23484,10.76974,24.31094,-29.24699,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,95a88e80-bc2c-11f0-8de8-29cfd2f59341,79.47622,NA,NA,7.36221,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:53:30,2025-11-07T22:53:30Z,2025-11-07T22:53:30Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,e415e4f9-991a-4e44-8d6f-be62d8136c4e,53.76986,-116.1441,12.15547,5.51781,0.71772,-14.62349,1.0131,-2.73809,5.38487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,130.978338,-40.068898,1379.783829,0.765271,10:15:00,0.660292,0.573005,-0.485469,-70.39005,26.528686,71.231736,-0.056222,116.648146,-0.447801,-63.171823,0.447801,-0.892364,0.056222,7.156107,-3.222978,0.892364,-0.892364,-116.648146,3.222978,0.056222,63.171823,-7.156107,-0.056222,0.892364,0.447801,-0.447801
4,2025-11-07,15:53:47,1,4,"Lewis, JT",1000472213,Left,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,1,2,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,76.106,-2.813586,0.621304,2433.826638,288.563349,03:30:00,5.54025,-1.06429,5.92866,-52.07404,-2.96181,14.08713,-1.41207,0.68614,69.63485,-12.302206,3.164837,0.50439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.20685,-0.29811,1.00608,50,5.28518,-1.67057,-110.35459,-6.9697,-8.68886,23.72492,-32.53348,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,9fd0ce90-bc2c-11f0-8de8-29cfd2f59341,74.7288,NA,NA,6.47115,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:53:47,2025-11-07T22:53:47Z,2025-11-07T22:53:47Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,259cb98a-88a4-42c3-8c0e-ddc133cddb68,54.57333,-111.33346,11.86246,5.54505,-5.6274,-16.26674,1.06761,-1.31207,-4.34443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,290.442401,-59.779086,1225.03106,0.503335,03:45:00,0.884242,-0.428653,0.185397,-5.059344,27.104353,89.534651,0.881768,102.894898,-0.105263,27.373474,0.105263,-0.459789,-0.881768,83.19243,61.856331,0.459789,0.459789,-102.894898,-61.856331,0.881768,-27.373474,-83.19243,-0.881768,-0.459789,0.105263,-0.105263
5,2025-11-07,15:54:04,1,5,"Lewis, JT",1000472213,Left,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,2,2,Sinker,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,87.05566,-2.164967,1.916578,2236.18293,112.35569,09:45:00,5.62055,-0.9752,6.702,-28.77966,6.82571,-13.9932,1.24067,-0.38823,80.30307,-7.556033,-0.6367,0.429467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90028,4.52784,0.85274,50,5.46536,-3.72562,-126.57508,-5.62132,12.86282,24.96659,-24.80207,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,aa1aa060-bc2c-11f0-8de8-29cfd2f59341,87.76572,NA,NA,6.75259,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:54:04,2025-11-07T22:54:04Z,2025-11-07T22:54:04Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,c3c67569-f846-4055-9348-4c81824e0c62,53.79813,-127.32204,12.48329,5.62244,-4.87927,-12.40103,0.96996,-4.11046,6.43141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,145.447956,-28.447781,1966.167471,0.879252,10:45:00,0.481143,0.516311,-0.708466,92.190502,-16.464597,54.830542,-0.469502,98.443967,-0.129652,-60.851539,0.129652,-0.873361,0.469502,74.562661,-28.001952,0.873361,-0.873361,-98.443967,28.001952,0.469502,60.851539,-74.562661,-0.469502,0.873361,0.129652,-0.129652
6,2025-11-07,15:54:39,2,1,"Lewis, JT",1000472213,Left,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,1,Top,1,0,0,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,86.80939,-3.846662,3.420279,2225.105136,143.108904,10:45:00,5.68095,-0.74255,6.76768,-22.80505,13.52213,-9.20796,0.2562,1.61723,79.1443,-8.172327,1.742223,0.433798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91363,8.70331,0.52215,50,5.42027,-7.18114,-125.7307,-9.06315,9.38596,27.51074,-18.36031,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,bf1b5db0-bc2c-11f0-8de8-29cfd2f59341,86.88945,NA,NA,7.66509,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:54:39,2025-11-07T22:54:39Z,2025-11-07T22:54:39Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,d77f6055-3c1c-418d-a8f4-d659841fcdd7,53.73047,-126.54432,13.75537,5.68028,-8.52015,-9.18016,0.73864,-7.45873,4.69298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,144.913287,-28.35941,1958.059807,0.879985,10:45:00,0.482172,0.536556,-0.692544,57.216339,-32.744847,-9.893068,0.332823,176.777504,-0.941498,3.038602,0.941498,-0.053009,-0.332823,19.468678,19.440204,0.053009,0.053009,-176.777504,-19.440204,0.332823,-3.038602,-19.468678,-0.332823,-0.053009,0.941498,-0.941498
7,2025-11-07,15:54:55,2,2,"Lewis, JT",1000472213,Left,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,1,Top,1,1,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,87.76274,-2.709805,2.943702,2303.557309,158.995211,11:15:00,5.72686,-0.9026,6.73143,-18.36536,17.25465,-6.13922,1.71499,1.27821,79.50493,-6.253049,1.826011,0.429555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13544,10.31717,0.71037,50,5.54038,-6.30751,-127.22423,-6.46646,6.698,28.97528,-15.4637,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,c8997b10-bc2c-11f0-8de8-29cfd2f59341,87.74769,NA,NA,8.25781,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:54:55,2025-11-07T22:54:55Z,2025-11-07T22:54:55Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,9866ace1-a341-4634-a67b-bbf58f363881,53.76419,-128.07866,14.48764,5.72434,-6.01047,-7.73185,0.89928,-6.50503,3.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,143.561432,-25.365951,2081.471422,0.90359,10:45:00,0.439346,0.55635,-0.705301,63.518878,-26.785004,-18.893363,0.360501,173.40798,-0.926592,6.146994,0.926592,-0.10708,-0.360501,21.259071,21.130961,0.10708,0.10708,-173.40798,-21.130961,0.360501,-6.146994,-21.259071,-0.360501,-0.10708,0.926592,-0.926592
8,2025-11-07,15:55:11,2,3,"Lewis, JT",1000472213,Left,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,1,Top,1,1,1,Sweeper,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,75.74425,-0.259082,0.528884,2478.105559,283.436301,03:30:00,5.53727,-1.02416,5.81678,-52.26885,-2.73528,18.73281,0.94063,1.02868,69.04238,-9.844767,3.894627,0.506549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.38067,-0.78185,0.96978,50,5.48544,-1.69984,-109.93632,-2.11934,-11.27636,22.72067,-33.11389,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,d22fb450-bc2c-11f0-8de8-29cfd2f59341,74.41027,NA,NA,6.70187,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:55:11,2025-11-07T22:55:11Z,2025-11-07T22:55:11Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,d7947709-7698-45e9-86a2-3d82bea67361,54.68277,-110.89989,11.36034,5.54554,-0.715,-16.55695,1.03173,-1.22161,-5.63818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,293.917487,-56.561182,1365.550711,0.551046,03:45:00,0.834646,-0.49995,0.23112,-1.211769,39.972071,86.673953,0.859653,104.778902,-0.13032,29.602294,0.13032,-0.493977,-0.859653,81.379844,59.27768,0.493977,0.493977,-104.778902,-59.27768,0.859653,-29.602294,-81.379844,-0.859653,-0.493977,0.13032,-0.13032
9,2025-11-07,15:55:30,2,4,"Lewis, JT",1000472213,Left,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,1,Top,1,1,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.84378,-3.448361,4.171068,2346.39844,162.872111,11:30:00,5.90453,-0.63233,6.5387,-19.71225,16.1165,-4.5852,1.08679,2.81802,79.95884,-7.200664,3.341275,0.430812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64193,9.85205,0.34465,50,5.6561,-9.09027,-127.09192,-8.19323,5.9115,27.89259,-16.18237,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,dd1b1d50-bc2c-11f0-8de8-29cfd2f59341,87.4917,NA,NA,7.88494,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:55:30,2025-11-07T22:55:30Z,2025-11-07T22:55:30Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,1ddd9d89-cc33-44f8-814d-23319c3ef976,53.95759,-127.95753,13.94629,5.90257,-7.69103,-8.09118,0.6296,-9.27372,2.95575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,150.037434,-28.101034,2069.801161,0.882118,11:00:00,0.498086,0.468094,-0.72993,55.271721,-42.31479,-1.572323,0.438001,171.517616,-0.889141,7.620065,0.889141,-0.132604,-0.438001,26.225404,25.976424,0.132604,0.132604,-171.517616,-25.976424,0.438001,-7.620065,-26.225404,-0.438001,-0.132604,0.889141,-0.889141
10,2025-11-07,15:55:48,2,5,"Lewis, JT",1000472213,Left,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,1,Top,1,2,2,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,74.47431,-0.802336,0.585446,2664.392356,281.727205,03:30:00,5.51516,-1.0447,5.88914,-54.04779,-2.76414,22.19639,0.2661,1.34863,67.87269,-10.707729,4.581069,0.515419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.18595,-0.60984,0.98474,50,5.41976,-1.88983,-108.07709,-3.13748,-12.94058,22.68611,-32.87956,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251107-BrazellField-Private-2,e80f38e0-bc2c-11f0-8de8-29cfd2f59341,73.12965,NA,NA,6.60162,NA,NA,NA,NA,NA,NA,834b284a-fd56-401e-9765-961e2d047719,2025-11-07,22:55:48,2025-11-07T22:55:48Z,2025-11-07T22:55:48Z,NA,v3,5310,5310,NA,NA,NA,Undefined,GRA_CAN,f9c06a73-07ae-46a9-a7b0-992c0d50a8f6,54.61096,-109.04067,11.34305,5.52336,-1.74095,-16.43978,1.05334,-1.34019,-6.47029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,294.987898,-52.611459,1617.864202,0.607217,03:45:00,0.799502,-0.5392,0.264688,-8.178523,27.096858,86.304022,0.826355,100.663639,-0.104207,33.602285,0.104207,-0.553425,-0.826355,82.812686,55.726069,0.553425,0.553425,-100.663639,-55.726069,0.826355,-33.602285,-82.812686,-0.826355,-0.553425,0.104207,-0.104207
